timestamp,value
2025-06-15 00:57:21,23.5
2025-06-15 13:14:13,57.4
2025-06-15 01:00:08,98.2
2025-06-15 04:39:44,17.4
2025-06-15 04:46:46,59.3
2025-06-15 02:04:07,71.0
2025-06-15 05:33:58,24.3
2025-06-15 11:47:29,40.7
2025-06-15 00:44:41,84.1
2025-06-15 19:09:11,33.9
2025-06-15 05:32:22,27.4
2025-06-15 20:37:41,82.8
2025-06-15 08:20:22,18.4
2025-06-15 04:37:32,57.9
2025-06-15 09:15:51,81.4
2025-06-15 17:19:47,1.6
2025-06-15 21:04:41,47.1
2025-06-15 02:26:10,97.9
2025-06-15 19:01:21,44.4
2025-06-15 03:56:34,84.0
2025-06-15 07:01:26,12.5
2025-06-15 12:13:42,50.4
2025-06-15 14:18:03,85.5
2025-06-15 22:48:57,13.5
2025-06-15 07:55:14,47.4
2025-06-15 12:41:53,28.8
2025-06-15 02:09:23,6.2
2025-06-15 10:42:11,73.7
2025-06-15 01:29:39,36.7
2025-06-15 19:54:55,14.7
2025-06-15 17:22:17,13.5
2025-06-15 21:20:51,94.6
2025-06-15 23:55:24,32.9
2025-06-15 02:01:33,24.0
2025-06-15 02:00:40,4.4
2025-06-15 21:43:22,4.3
2025-06-15 14:01:37,99.8
2025-06-15 02:26:34,5.2
2025-06-15 17:24:52,7.5
2025-06-15 10:51:09,89.6
2025-06-15 19:06:19,33.0
2025-06-15 20:49:47,56.8
2025-06-15 23:19:20,54.2
2025-06-15 20:01:47,61.8
2025-06-15 03:17:41,84.8
2025-06-15 19:19:54,52.9
2025-06-15 22:28:56,17.9
2025-06-15 04:42:24,52.0
2025-06-15 07:01:12,6.1
2025-06-15 19:38:20,16.8
2025-06-15 08:43:46,32.9
2025-06-15 21:47:39,2.1
2025-06-15 22:29:12,81.7
2025-06-15 13:48:55,25.9
2025-06-15 08:03:01,44.3
2025-06-15 10:34:16,6.0
2025-06-15 17:41:49,34.6
2025-06-15 17:31:27,49.0
2025-06-15 14:41:55,42.9
2025-06-15 04:24:20,56.5
2025-06-15 00:30:52,77.9
2025-06-15 09:06:11,38.0
2025-06-15 17:00:21,76.9
2025-06-15 01:08:32,67.5
2025-06-15 05:18:27,67.0
2025-06-15 23:06:48,40.6
2025-06-15 17:04:21,20.9
2025-06-15 14:22:17,36.5
2025-06-15 15:04:43,39.2
2025-06-15 19:48:46,96.3
2025-06-15 01:25:54,27.7
2025-06-15 15:26:43,69.1
2025-06-15 09:49:03,47.7
2025-06-15 07:49:53,44.1
2025-06-15 01:26:56,34.4
2025-06-15 10:57:45,93.4
2025-06-15 22:03:59,37.5
2025-06-15 02:45:15,85.9
2025-06-15 14:24:11,18.9
2025-06-15 07:53:41,39.2
2025-06-15 14:57:20,30.7
2025-06-15 11:19:56,3.2
2025-06-15 18:11:20,80.1
2025-06-15 19:45:09,71.6
2025-06-15 17:15:02,74.8
2025-06-15 00:26:53,97.6
2025-06-15 15:15:05,21.1
2025-06-15 20:04:51,16.3
2025-06-15 11:39:14,34.7
2025-06-15 18:12:47,57.4
2025-06-15 00:51:03,14.3
2025-06-15 10:46:44,63.7
2025-06-15 06:26:57,73.2
2025-06-15 10:11:10,21.8
2025-06-15 23:23:20,45.2
2025-06-15 07:01:31,23.8
2025-06-15 01:27:49,37.1
2025-06-15 06:29:51,78.8
2025-06-15 05:42:11,16.4
2025-06-15 17:27:43,7.5
2025-06-15 13:36:31,36.2
2025-06-15 06:43:42,66.7
2025-06-15 16:40:53,53.8
2025-06-15 06:12:41,82.2
2025-06-15 15:18:53,56.3
2025-06-15 03:38:40,56.8
2025-06-15 11:09:37,82.7
2025-06-15 07:06:56,67.2
2025-06-15 20:56:09,25.8
2025-06-15 05:51:29,22.7
2025-06-15 02:44:24,60.0
2025-06-15 03:05:23,52.0
2025-06-15 21:32:19,40.2
2025-06-15 10:33:55,16.5
2025-06-15 22:24:13,56.8
2025-06-15 16:49:49,62.8
2025-06-15 18:58:54,40.0
2025-06-15 21:22:48,10.1
2025-06-15 11:03:06,32.4
2025-06-15 20:05:55,21.7
2025-06-15 16:26:13,70.5
2025-06-15 23:20:46,42.8
2025-06-15 17:39:55,42.1
2025-06-15 01:42:57,43.9
2025-06-15 06:11:06,52.4
2025-06-15 15:46:48,72.7
2025-06-15 08:52:20,85.6
2025-06-15 04:24:34,15.7
2025-06-15 02:32:52,27.4
2025-06-15 19:31:48,36.6
2025-06-15 17:54:58,97.9
2025-06-15 06:22:38,73.1
2025-06-15 00:18:46,15.6
2025-06-15 13:24:30,26.2
2025-06-15 10:06:38,68.0
2025-06-15 14:15:27,4.0
2025-06-15 11:40:18,54.9
2025-06-15 00:29:42,15.4
2025-06-15 09:56:54,77.9
2025-06-15 08:25:32,9.5
2025-06-15 05:24:01,14.7
2025-06-15 22:36:17,88.8
2025-06-15 22:55:53,9.7
2025-06-15 07:20:05,49.3
2025-06-15 15:47:40,36.9
2025-06-15 13:13:02,6.7
2025-06-15 12:09:20,44.0
2025-06-15 16:47:36,89.8
2025-06-15 09:45:07,98.1
2025-06-15 01:16:57,61.6
2025-06-15 20:38:31,46.6
2025-06-15 02:21:41,11.5
2025-06-15 19:39:07,57.3
2025-06-15 01:28:17,58.4
2025-06-15 01:04:16,40.7
2025-06-15 23:30:08,26.3
2025-06-15 21:17:30,37.0
2025-06-15 03:28:25,84.9
2025-06-15 23:38:43,43.1
2025-06-15 01:45:31,90.8
2025-06-15 17:53:42,81.4
2025-06-15 10:04:22,34.3
2025-06-15 14:30:04,56.3
2025-06-15 14:38:26,16.3
2025-06-15 03:52:39,61.0
2025-06-15 11:09:44,39.1
2025-06-15 16:35:05,66.3
2025-06-15 22:59:18,21.0
2025-06-15 22:37:50,22.7
2025-06-15 00:07:08,6.9
2025-06-15 05:45:15,82.6
2025-06-15 00:30:06,66.4
2025-06-15 18:17:43,64.7
2025-06-15 21:01:33,29.0
2025-06-15 08:39:00,48.3
2025-06-15 16:19:09,10.7
2025-06-15 23:22:54,83.5
2025-06-15 05:06:49,64.0
2025-06-15 03:35:38,85.2
2025-06-15 12:02:13,93.7
2025-06-15 18:31:03,71.4
2025-06-15 06:24:36,8.2
2025-06-15 16:50:08,67.3
2025-06-15 04:53:29,21.9
2025-06-15 17:05:20,35.8
2025-06-15 08:55:54,73.4
2025-06-15 16:19:12,6.9
2025-06-15 04:30:28,13.0
2025-06-15 23:40:52,75.3
2025-06-15 17:12:36,93.8
2025-06-15 01:45:27,98.1
2025-06-15 23:20:39,17.1
2025-06-15 10:59:08,93.1
2025-06-15 00:53:27,65.9
2025-06-15 19:49:06,78.6
2025-06-15 21:30:54,21.4
2025-06-15 08:56:17,64.9
2025-06-15 14:32:01,87.0
2025-06-15 13:15:19,53.2
2025-06-15 03:47:29,13.5
2025-06-15 06:04:44,83.1
2025-06-15 15:13:18,52.1
2025-06-15 19:11:50,4.4
2025-06-15 09:47:56,28.2
2025-06-15 00:50:24,19.7
2025-06-15 01:49:38,27.1
2025-06-15 10:29:01,86.1
2025-06-15 04:19:34,0.1
2025-06-15 08:39:20,58.0
2025-06-15 23:10:16,52.3
2025-06-15 23:29:43,43.5
2025-06-15 11:47:02,16.6
2025-06-15 06:02:49,83.3
2025-06-15 14:51:54,3.5
2025-06-15 20:12:23,70.4
2025-06-15 03:56:52,84.5
2025-06-15 01:18:45,27.9
2025-06-15 00:38:22,71.0
2025-06-15 13:18:14,67.0
2025-06-15 17:53:34,28.4
2025-06-15 13:40:47,88.3
2025-06-15 14:36:11,54.0
2025-06-15 10:49:26,39.8
2025-06-15 03:57:15,41.0
2025-06-15 20:40:28,56.5
2025-06-15 02:29:12,76.9
2025-06-15 20:35:15,48.7
2025-06-15 14:23:21,5.2
2025-06-15 21:40:22,65.7
2025-06-15 01:17:18,93.7
2025-06-15 11:25:05,52.3
2025-06-15 22:35:52,11.1
2025-06-15 03:45:18,84.6
2025-06-15 17:17:24,30.3
2025-06-15 12:10:32,43.9
2025-06-15 02:29:23,87.6
2025-06-15 11:58:55,81.0
2025-06-15 20:34:49,82.3
2025-06-15 03:50:20,63.6
2025-06-15 20:20:04,68.5
2025-06-15 12:40:46,54.0
2025-06-15 14:54:44,28.0
2025-06-15 13:10:16,26.6
2025-06-15 12:09:13,59.0
2025-06-15 14:45:02,22.8
2025-06-15 08:44:16,92.6
2025-06-15 12:26:13,64.7
2025-06-15 16:22:19,22.6
2025-06-15 15:53:15,38.7
2025-06-15 17:30:28,78.7
2025-06-15 09:04:34,74.4
2025-06-15 11:39:27,78.1
2025-06-15 21:19:56,47.6
2025-06-15 01:13:27,40.1
2025-06-15 05:15:28,36.0
2025-06-15 00:24:09,62.3
2025-06-15 03:23:10,14.5
2025-06-15 23:13:43,80.4
2025-06-15 19:02:20,97.4
2025-06-15 23:48:56,96.2
2025-06-15 00:15:19,70.7
2025-06-15 11:37:14,63.6
2025-06-15 22:37:34,40.6
2025-06-15 22:47:27,25.5
2025-06-15 14:42:15,68.5
2025-06-15 19:26:51,33.7
2025-06-15 08:06:19,61.9
2025-06-15 09:25:03,46.0
2025-06-15 14:00:13,3.1
2025-06-15 08:13:05,36.2
2025-06-15 07:15:39,65.1
2025-06-15 00:38:32,43.7
2025-06-15 17:35:28,79.5
2025-06-15 04:13:52,9.7
2025-06-15 18:21:38,36.5
2025-06-15 04:58:51,6.7
2025-06-15 17:05:18,82.5
2025-06-15 15:38:02,24.4
2025-06-15 05:27:17,34.8
2025-06-15 23:39:31,73.5
2025-06-15 18:55:30,63.8
2025-06-15 17:51:34,58.9
2025-06-15 18:40:59,46.8
2025-06-15 21:40:34,92.0
2025-06-15 14:16:27,0.4
2025-06-15 08:30:57,94.6
2025-06-15 06:33:59,37.9
2025-06-15 04:20:37,66.4
2025-06-15 05:04:09,76.3
2025-06-15 02:26:58,67.7
2025-06-15 12:42:49,8.7
2025-06-15 22:38:05,32.7
2025-06-15 22:31:47,88.5
2025-06-15 04:05:18,34.4
2025-06-15 04:39:03,18.9
2025-06-15 16:13:12,52.5
2025-06-15 11:45:11,13.1
2025-06-15 17:25:42,27.6
2025-06-15 07:31:12,31.9
2025-06-15 20:41:15,30.9
2025-06-15 00:04:34,6.4
2025-06-15 02:07:19,93.9
2025-06-15 18:12:53,83.2
2025-06-15 08:28:55,32.3
2025-06-15 00:14:40,29.1
2025-06-15 07:08:24,13.0
2025-06-15 23:35:36,77.9
2025-06-15 10:23:03,14.9
2025-06-15 19:12:59,85.3
2025-06-15 00:20:26,30.7
2025-06-15 21:49:55,78.5
2025-06-15 10:06:29,32.3
2025-06-15 21:12:46,68.2
2025-06-15 10:31:55,83.6
2025-06-15 00:58:43,18.4
2025-06-15 15:44:03,43.0
2025-06-15 02:03:51,34.9
2025-06-15 07:18:14,93.6
2025-06-15 11:06:14,26.1
2025-06-15 23:17:11,84.5
2025-06-15 13:55:13,24.7
2025-06-15 23:55:21,91.5
2025-06-15 16:46:43,14.2
2025-06-15 19:16:02,15.5
2025-06-15 18:44:39,84.5
2025-06-15 17:44:49,85.4
2025-06-15 11:03:45,71.1
2025-06-15 19:39:45,45.4
2025-06-15 05:53:53,79.8
2025-06-15 06:52:34,9.4
2025-06-15 19:17:30,92.3
2025-06-15 23:43:28,42.8
2025-06-15 00:46:40,57.3
2025-06-15 22:56:45,97.4
2025-06-15 20:19:54,56.2
2025-06-15 02:55:33,12.2
2025-06-15 13:47:40,78.5
2025-06-15 14:11:39,70.6
2025-06-15 02:03:38,17.0
2025-06-15 18:07:53,31.7
2025-06-15 18:27:03,64.1
2025-06-15 13:25:23,12.1
2025-06-15 06:23:13,43.4
2025-06-15 22:45:59,40.1
2025-06-15 07:19:18,33.9
2025-06-15 12:16:36,46.5
2025-06-15 02:51:46,18.8
2025-06-15 18:29:47,89.3
2025-06-15 14:12:54,4.3
2025-06-15 06:55:51,28.2
2025-06-15 03:17:19,24.4
2025-06-15 15:57:48,99.7
2025-06-15 04:39:14,56.1
2025-06-15 06:51:49,0.8
2025-06-15 07:11:24,2.4
2025-06-15 06:54:33,90.3
2025-06-15 19:35:46,66.4
2025-06-15 12:08:37,44.9
2025-06-15 05:52:25,32.6
2025-06-15 06:25:18,48.9
2025-06-15 21:33:37,22.4
2025-06-15 00:05:39,86.7
2025-06-15 16:12:34,20.3
2025-06-15 23:14:27,59.8
2025-06-15 20:23:56,61.0
2025-06-15 12:14:53,37.9
2025-06-15 12:09:39,76.7
2025-06-15 19:14:14,73.8
2025-06-15 10:06:17,35.7
2025-06-15 20:07:14,24.7
2025-06-15 13:33:06,2.5
2025-06-15 01:01:22,66.2
2025-06-15 17:34:26,63.4
2025-06-15 13:35:42,40.2
2025-06-15 05:15:00,29.7
2025-06-15 23:52:19,87.1
2025-06-15 20:51:26,90.4
2025-06-15 19:09:51,87.3
2025-06-15 03:14:39,13.8
2025-06-15 22:41:10,28.0
2025-06-15 23:56:23,68.5
2025-06-15 06:16:08,20.1
2025-06-15 12:11:47,82.3
2025-06-15 05:43:34,46.2
2025-06-15 11:10:11,32.4
2025-06-15 19:50:05,76.4
2025-06-15 09:33:29,38.5
2025-06-15 18:15:28,6.8
2025-06-15 13:54:27,41.2
2025-06-15 18:15:01,20.2
2025-06-15 04:28:10,83.1
2025-06-15 08:35:19,99.3
2025-06-15 01:37:20,38.2
2025-06-15 03:41:44,78.5
2025-06-15 09:47:40,92.8
2025-06-15 20:51:33,83.5
2025-06-15 01:41:41,35.3
2025-06-15 01:46:38,39.3
2025-06-15 06:57:34,51.5
2025-06-15 03:11:17,57.7
2025-06-15 12:25:24,50.5
2025-06-15 02:47:51,43.9
2025-06-15 23:31:32,94.2
2025-06-15 02:10:21,60.9
2025-06-15 01:22:03,57.5
2025-06-15 13:45:34,58.7
2025-06-15 13:43:07,89.5
2025-06-15 14:14:26,73.1
2025-06-15 03:58:14,65.1
2025-06-15 04:22:39,74.8
2025-06-15 13:32:21,23.8
2025-06-15 17:24:54,54.7
2025-06-15 00:32:28,58.2
2025-06-15 20:33:29,58.2
2025-06-15 17:50:36,11.8
2025-06-15 18:06:19,88.6
2025-06-15 21:24:48,76.2
2025-06-15 13:18:30,96.8
2025-06-15 23:08:04,15.2
2025-06-15 18:05:26,22.2
2025-06-15 01:07:16,98.1
2025-06-15 12:53:31,87.5
2025-06-15 10:29:03,59.8
2025-06-15 20:07:24,53.9
2025-06-15 00:47:37,70.5
2025-06-15 22:07:33,38.4
2025-06-15 16:30:02,46.7
2025-06-15 19:53:35,50.8
2025-06-15 13:48:27,42.3
2025-06-15 00:13:07,96.7
2025-06-15 14:08:03,99.7
2025-06-15 01:11:35,93.9
2025-06-15 00:04:44,20.5
2025-06-15 01:23:27,95.6
2025-06-15 04:29:07,56.2
2025-06-15 17:18:14,87.8
2025-06-15 22:29:54,60.7
2025-06-15 06:59:50,58.7
2025-06-15 11:55:16,7.4
2025-06-15 10:09:50,71.3
2025-06-15 08:10:34,89.1
2025-06-15 02:31:03,64.0
2025-06-15 13:26:03,36.5
2025-06-15 05:07:52,40.1
2025-06-15 02:59:22,27.5
2025-06-15 22:24:07,69.1
2025-06-15 10:21:51,35.2
2025-06-15 01:02:42,31.1
2025-06-15 15:50:55,50.4
2025-06-15 01:03:01,37.5
2025-06-15 05:38:38,19.6
2025-06-15 17:37:05,8.5
2025-06-15 17:57:43,85.0
2025-06-15 13:55:25,9.1
2025-06-15 15:21:27,30.3
2025-06-15 13:44:28,55.9
2025-06-15 23:19:31,49.0
2025-06-15 09:59:06,4.4
2025-06-15 18:51:03,57.4
2025-06-15 16:42:27,32.0
2025-06-15 16:57:31,71.4
2025-06-15 02:23:32,95.4
2025-06-15 06:20:42,50.0
2025-06-15 16:05:18,41.4
2025-06-15 15:16:20,12.3
2025-06-15 19:52:25,18.7
2025-06-15 12:01:59,97.8
2025-06-15 03:52:52,11.5
2025-06-15 15:12:20,81.7
2025-06-15 19:58:00,80.6
2025-06-15 11:37:27,85.0
2025-06-15 11:52:50,90.0
2025-06-15 11:09:18,83.7
2025-06-15 03:32:15,63.2
2025-06-15 18:59:52,53.4
2025-06-15 19:04:09,22.8
2025-06-15 02:15:11,37.9
2025-06-15 07:06:09,35.3
2025-06-15 05:07:57,73.5
2025-06-15 13:33:58,42.4
2025-06-15 13:32:40,14.1
2025-06-15 13:53:37,65.1
2025-06-15 14:21:10,16.6
2025-06-15 12:07:46,38.8
2025-06-15 06:25:26,48.5
2025-06-15 07:05:54,11.7
2025-06-15 12:54:12,90.3
2025-06-15 09:13:51,96.0
2025-06-15 16:50:57,25.7
2025-06-15 11:22:11,67.9
2025-06-15 04:21:38,39.6
2025-06-15 07:27:03,19.8
2025-06-15 09:12:21,20.2
2025-06-15 22:56:07,63.5
2025-06-15 07:11:46,40.0
2025-06-15 09:45:39,72.3
2025-06-15 23:14:26,2.1
2025-06-15 12:39:21,48.7
2025-06-15 13:28:39,85.3
2025-06-15 08:29:15,94.6
2025-06-15 17:32:40,95.4
2025-06-15 12:09:01,71.7
2025-06-15 09:35:24,70.6
2025-06-15 22:59:40,99.0
2025-06-15 09:27:33,44.3
2025-06-15 05:11:56,30.8
2025-06-15 03:38:16,49.4
2025-06-15 13:17:00,4.7
2025-06-15 01:18:56,97.9
2025-06-15 01:23:09,41.9
2025-06-15 00:56:23,90.7
2025-06-15 03:57:12,90.5
2025-06-15 03:37:57,26.3
2025-06-15 10:03:12,15.3
2025-06-15 14:33:08,14.1
2025-06-15 12:59:10,93.2
2025-06-15 09:57:32,16.1
2025-06-15 09:13:09,57.8
2025-06-15 22:31:28,59.7
2025-06-15 17:41:26,47.4
2025-06-15 17:56:14,32.5
2025-06-15 09:58:44,81.7
2025-06-15 19:45:55,92.2
2025-06-15 07:38:04,45.9
2025-06-15 15:18:12,36.9
2025-06-15 14:14:22,88.8
2025-06-15 18:20:07,3.4
2025-06-15 10:02:26,60.6
2025-06-15 05:16:07,64.8
2025-06-15 02:55:22,46.6
2025-06-15 23:00:07,87.3
2025-06-15 20:06:32,82.6
2025-06-15 18:11:15,11.9
2025-06-15 04:52:37,35.5
2025-06-15 12:22:54,32.7
2025-06-15 22:58:11,76.5
2025-06-15 12:25:28,14.5
2025-06-15 06:12:24,60.1
2025-06-15 04:54:24,72.3
2025-06-15 01:23:50,15.5
2025-06-15 13:56:21,71.7
2025-06-15 18:05:50,11.2
2025-06-15 00:32:45,49.7
2025-06-15 17:53:56,25.5
2025-06-15 07:42:02,69.7
2025-06-15 23:38:53,67.7
2025-06-15 08:23:29,95.6
2025-06-15 03:21:07,51.4
2025-06-15 14:53:22,66.2
2025-06-15 09:59:45,84.3
2025-06-15 09:44:58,3.1
2025-06-15 09:42:03,50.2
2025-06-15 20:10:26,73.9
2025-06-15 21:33:44,78.7
2025-06-15 08:50:36,54.0
2025-06-15 01:47:33,69.5
2025-06-15 05:57:57,59.7
2025-06-15 08:45:07,70.2
2025-06-15 05:20:49,43.9
2025-06-15 20:39:16,42.3
2025-06-15 06:10:53,45.5
2025-06-15 20:13:03,66.9
2025-06-15 01:31:15,23.6
2025-06-15 17:32:11,80.9
2025-06-15 01:39:34,40.3
2025-06-15 16:52:13,23.3
2025-06-15 19:38:47,88.8
2025-06-15 16:47:06,98.2
2025-06-15 16:19:36,59.5
2025-06-15 16:16:57,46.0
2025-06-15 13:11:08,30.1
2025-06-15 05:08:59,66.1
2025-06-15 03:25:15,18.8
2025-06-15 18:09:01,45.5
2025-06-15 15:44:22,87.6
2025-06-15 06:37:25,61.0
2025-06-15 03:17:47,9.0
2025-06-15 00:02:15,47.4
2025-06-15 05:22:05,14.0
2025-06-15 20:25:25,92.9
2025-06-15 15:52:52,78.9
2025-06-15 13:45:39,33.9
2025-06-15 01:11:22,42.4
2025-06-15 01:16:38,63.6
2025-06-15 10:49:52,90.5
2025-06-15 04:58:35,79.6
2025-06-15 02:07:01,56.6
2025-06-15 19:37:03,42.7
2025-06-15 06:32:06,83.6
2025-06-15 10:23:31,30.7
2025-06-15 13:07:37,36.3
2025-06-15 06:36:56,65.6
2025-06-15 23:54:42,35.0
2025-06-15 00:26:57,44.8
2025-06-15 07:56:16,56.4
2025-06-15 22:17:25,56.4
2025-06-15 08:38:03,84.4
2025-06-15 10:44:04,68.6
2025-06-15 04:39:29,8.4
2025-06-15 19:42:54,3.6
2025-06-15 08:55:28,55.5
2025-06-15 22:31:48,57.2
2025-06-15 06:50:45,26.9
2025-06-15 04:48:45,49.7
2025-06-15 07:00:17,67.5
2025-06-15 14:15:59,86.4
2025-06-15 14:56:22,17.3
2025-06-15 20:16:27,44.6
2025-06-15 22:50:57,80.0
2025-06-15 03:43:46,23.4
2025-06-15 07:05:39,24.1
2025-06-15 08:06:18,21.2
2025-06-15 10:07:15,45.2
2025-06-15 03:10:07,41.6
2025-06-15 02:58:34,29.3
2025-06-15 02:43:07,74.0
2025-06-15 13:27:18,14.0
2025-06-15 17:09:21,73.7
2025-06-15 12:12:51,31.7
2025-06-15 04:42:28,67.9
2025-06-15 23:59:53,35.1
2025-06-15 10:42:02,25.8
2025-06-15 09:25:55,48.0
2025-06-15 15:05:41,44.2
2025-06-15 21:36:06,91.7
2025-06-15 16:21:35,85.4
2025-06-15 04:22:57,37.1
2025-06-15 20:31:41,37.6
2025-06-15 00:37:32,86.4
2025-06-15 22:23:26,66.9
2025-06-15 04:45:45,59.7
2025-06-15 07:57:16,96.7
2025-06-15 06:53:12,72.7
2025-06-15 05:21:56,60.7
2025-06-15 01:41:22,25.4
2025-06-15 22:32:43,97.6
2025-06-15 00:12:51,12.0
2025-06-15 19:11:31,5.8
2025-06-15 04:17:30,1.7
2025-06-15 02:34:20,82.4
2025-06-15 18:32:59,58.1
2025-06-15 14:26:03,0.6
2025-06-15 20:53:29,31.5
2025-06-15 15:32:27,5.7
2025-06-15 03:39:41,87.9
2025-06-15 03:35:57,39.7
2025-06-15 23:00:23,82.5
2025-06-15 02:27:39,64.7
2025-06-15 13:00:05,85.1
2025-06-15 18:58:42,96.1
2025-06-15 15:44:52,25.4
2025-06-15 18:55:54,18.6
2025-06-15 17:48:56,59.1
2025-06-15 05:22:38,90.1
2025-06-15 04:28:06,8.8
2025-06-15 00:30:28,0.5
2025-06-15 13:15:35,70.6
2025-06-15 10:34:44,49.0
2025-06-15 06:58:30,65.8
2025-06-15 12:31:20,27.3
2025-06-15 05:57:42,5.6
2025-06-15 06:57:36,67.9
2025-06-15 11:06:48,72.4
2025-06-15 23:41:26,57.7
2025-06-15 23:23:34,4.5
2025-06-15 11:51:35,4.4
2025-06-15 17:00:07,90.4
2025-06-15 19:58:25,10.7
2025-06-15 11:39:22,66.1
2025-06-15 11:00:43,60.2
2025-06-15 18:44:17,71.6
2025-06-15 22:05:17,89.2
2025-06-15 20:49:23,51.9
2025-06-15 16:22:45,73.2
2025-06-15 19:27:37,62.8
2025-06-15 05:46:28,54.5
2025-06-15 18:36:52,79.6
2025-06-15 15:07:23,19.4
2025-06-15 20:54:45,71.3
2025-06-15 14:31:06,63.6
2025-06-15 03:10:55,78.0
2025-06-15 02:18:36,44.3
2025-06-15 10:06:21,3.3
2025-06-15 04:15:31,2.1
2025-06-15 23:20:01,85.5
2025-06-15 15:19:53,67.8
2025-06-15 03:07:05,53.0
2025-06-15 22:30:37,50.0
2025-06-15 22:43:53,89.8
2025-06-15 10:22:37,53.4
2025-06-15 03:34:16,64.7
2025-06-15 19:37:05,35.4
2025-06-15 07:50:09,59.5
2025-06-15 19:20:38,87.6
2025-06-15 04:22:42,49.4
2025-06-15 21:04:13,79.4
2025-06-15 01:43:14,83.7
2025-06-15 06:20:32,11.9
2025-06-15 11:06:51,23.1
2025-06-15 19:50:51,66.7
2025-06-15 06:30:14,3.8
2025-06-15 01:49:00,58.3
2025-06-15 22:31:27,17.6
2025-06-15 05:03:19,68.0
2025-06-15 06:44:53,14.4
2025-06-15 02:42:07,79.7
2025-06-15 00:01:51,95.3
2025-06-15 18:25:34,30.2
2025-06-15 13:53:22,13.3
2025-06-15 15:24:40,64.9
2025-06-15 20:30:45,29.3
2025-06-15 02:26:43,52.3
2025-06-15 02:08:38,67.4
2025-06-15 10:53:45,92.6
2025-06-15 02:29:09,5.2
2025-06-15 09:48:03,47.0
2025-06-15 15:10:22,23.8
2025-06-15 23:36:21,10.0
2025-06-15 09:03:21,50.1
2025-06-15 07:39:55,38.7
2025-06-15 16:24:21,52.4
2025-06-15 18:42:21,79.1
2025-06-15 14:49:25,13.6
2025-06-15 18:19:31,77.2
2025-06-15 20:39:20,49.3
2025-06-15 16:09:51,19.4
2025-06-15 16:40:51,45.2
2025-06-15 21:29:42,36.4
2025-06-15 14:49:27,61.3
2025-06-15 12:30:30,34.2
2025-06-15 09:58:59,3.9
2025-06-15 10:44:08,6.5
2025-06-15 22:36:19,75.1
